id,title,author,authors,isbn13,isbn10,price,publisher,pubyear,subjects,lexile,pages,dimensions
57,The Poets Laureate Anthology,Elizabeth Hun Schmidt,"Elizabeth Hun Schmidt, Library of Congress Staff, Billy Collins",9780393061819,393061817,$38.52,"Norton, W. W. & Company, Inc.",2010,"Poetry, American Literature Anthologies, Anthologies",,816.0,6.50 (w) x 9.30 (h) x 1.70 (d)
203,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Gloria Bird,"Gloria Bird, Joy Harjo",9780393318289,393318281,$18.95,"Norton, W. W. & Company, Inc.",1998,"Fiction, Anthologies (multiple authors)",,,
55,"The Norton Anthology of African American Literature, Vol. 2",Henry Louis Gates Jr.,"Henry Louis Gates Jr., Nellie Y. McKay",9780393977783,393977781,$72.82,"Norton, W. W. & Company, Inc.",2003,Peoples & Cultures - American Anthologies,,2832.0,6.00 (w) x 9.30 (h) x 2.30 (d)
167,The Norton Anthology of African American Literature,Henry Louis Gates Jr.,"Henry Louis Gates Jr., Nellie Y. McKay",9780393040012,393040011,$59.95,"Norton, W. W. & Company, Inc.",1996,"Literary Collections, Latin American",,,
381,The Norton Book of American Autobiography,Jay Parini,"Jay Parini, Gore Vidal",9780393046779,039304677X,$26.01,"Norton, W. W. & Company, Inc.",1999,"Historical Biography - United States - General & Miscellaneous, American Literature Anthologies",,711.0,6.00 (w) x 9.30 (h) x 1.60 (d)
42,"The Norton Anthology of American Literature, Package 2: Volumes C, D, and E",Jerome Klinkowitz,"Jerome Klinkowitz, Robert Levine, Mary Loeffelholz, Arnold Krupat, Patricia Wallace",9780393929942,393929949,$20.00,"Norton, W. W. & Company, Inc.",2007,American Literature Anthologies,,2870.0,6.00 (w) x 9.20 (h) x 3.70 (d)
107,The Norton Anthology of American Literature: Volume D: 1914-1945,Jerome Klinkowitz,"Jerome Klinkowitz, Mary Loeffelholz, Arnold Krupat, Philip F. Gura, Bruce Michelson",9780393927429,393927423,$37.77,"Norton, W. W. & Company, Inc.",2007,American Literature Anthologies,,910.0,6.00 (w) x 9.20 (h) x 1.00 (d)
204,The Norton Anthology of American Literature: Volume E: 1945 to the Present,Jerome Klinkowitz,"Jerome Klinkowitz, Mary Loeffelholz, Arnold Krupat, Philip F. Gura, Bruce Michelson",9780393927436,393927431,$46.66,"Norton, W. W. & Company, Inc.",2007,American Literature Anthologies,,1184.0,6.00 (w) x 9.20 (h) x 1.40 (d)
50,In Fact: The Best of Creative Nonfiction,Lee Gutkind,"Lee Gutkind, Annie Dillard",9780393326659,393326659,$15.24,"Norton, W. W. & Company, Inc.",2004,"Journalism - Collections & History, American Essays, Nonfiction Writing - General & Miscellaneous, American Literature Anthologies, Journalism - General & Miscellaneous",,480.0,5.50 (w) x 8.50 (h) x 1.20 (d)
46,"The Norton Anthology of Poetry, Shorter 5th Edition",Margaret Ferguson,"Margaret Ferguson, Jon Stallworthy, Mary Jo Salter, Mary Jo Salter, Jon Stallworthy",9780393979213,393979210,$58.69,"Norton, W. W. & Company, Inc.",2004,"Poetry Anthologies, American Poetry, English Poetry, English & Irish Literature Anthologies, American Literature Anthologies",,1424.0,9.16 (w) x 5.86 (h) x 1.50 (d)
54,The Norton Anthology of Poetry,Margaret Ferguson,"Margaret Ferguson, Jon Stallworthy, Mary Jo Salter, Jon Stallworthy, Mary Jo Salter",9780393979206,393979202,$66.30,"Norton, W. W. & Company, Inc.",2004,"Poetry Anthologies, American Poetry, English Poetry, English & Irish Literature Anthologies, American Literature Anthologies",,2256.0,6.00 (w) x 9.20 (h) x 2.00 (d)
252,Postmodern American Poetry: A Norton Anthology,Paul Hoover,"Paul Hoover, Ed Paschke, Chris Welch",9780393310900,393310906,$29.95,"Norton, W. W. & Company, Inc.",1994,"Poetry, American",,,
144,Postmodern American Fiction: A Norton Anthology,Paula Geyh,"Paula Geyh, Andrew Levy, Fred G. Leebron",9780393316988,039331698X,$18.76,"Norton, W. W. & Company, Inc.",1997,"Postmodernism - Literary Movements, 20th Century American Literature - Post WWII - Literary Criticism, American Literature Anthologies",,704.0,5.70 (w) x 9.20 (h) x 1.20 (d)
100,Sudden Fiction Latino: Short-Short Stories from the United States and Latin America,Robert Shapard,"Robert Shapard, James Thomas, Luisa Valenzuela",9780393336450,039333645X,$11.05,"Norton, W. W. & Company, Inc.",2010,"Short Story Anthologies, General & Miscellaneous Latin American Literature - Literary Criticism, Peoples & Cultures - American Anthologies, Short Stories - Literary Criticism, Latin American Fiction",,336.0,5.50 (w) x 8.20 (h) x 0.90 (d)
72,Norton Anthology of Literature by Women: The Traditions in English,Sandra M. Gilbert,"Sandra M. Gilbert, Norton, Susan Gubar, Susan Gubar",9780393930153,393930157,$70.64,"Norton, W. W. & Company, Inc.",2007,"American Literature Anthologies, Anthologies",,2452.0,6.00 (w) x 9.30 (h) x 3.30 (d)
95,"The Norton Anthology of Literature by Women: The Traditions in English, Vol. 2",Sandra M. Gilbert,"Sandra M. Gilbert, Susan Gubar",9780393930146,393930149,$59.65,"Norton, W. W. & Company, Inc.",2007,"Literary Criticism, Women Authors",,,
194,"The Norton Anthology of Literature by Women: The Traditions in English, Vol. 1",Sandra M. Gilbert,"Sandra M. Gilbert, Susan Gubar",9780393930139,393930130,$59.65,"Norton, W. W. & Company, Inc.",2007,"Literary Criticism, Women Authors",,,
160,"Titanica: The Disaster of the Century in Poetry, Song and Prose",Steven Biel,"Steven Biel, Steven Biel",9780393318739,393318737,$11.00,"Norton, W. W. & Company, Inc.",1998,"Literature Anthologies - General & Miscellaneous, American Literature Anthologies",,128.0,5.50 (w) x 8.30 (h) x 0.60 (d)
38,"The Norton Anthology of American Literature, Shorter Seventh Edition, One-Volume Paperback",Wayne Franklin,"Wayne Franklin, Jerome Klinkowitz, Mary Loeffelholz, Arnold Krupat, Philip F. Gura",9780393930573,393930572,$63.03,"Norton, W. W. & Company, Inc.",2007,American Literature Anthologies,,3008.0,6.00 (w) x 9.20 (h) x 2.50 (d)
53,The Norton Anthology of American Literature: Volume A: Beginnings to 1820,Wayne Franklin,"Wayne Franklin, Jerome Klinkowitz, Arnold Krupat, Philip F. Gura, Bruce Michelson",9780393927399,393927393,$37.77,"Norton, W. W. & Company, Inc.",2007,American Literature Anthologies,,972.0,6.00 (w) x 9.20 (h) x 1.10 (d)
402,Literature of the American South: A Norton Anthology,William L. Andrews,William L. Andrews,9780393316711,393316718,$53.12,"Norton, W. W. & Company, Inc.",1997,Regional American Anthologies,,1060.0,6.00 (w) x 9.20 (h) x 1.20 (d)
465,New Stories from the Southwest,D. Seth Horton,"D. Seth Horton, Ray Gonzalez",9780804011075,804011079,$19.22,Ohio University Press,2007,"Short Story Anthologies, Regional American Anthologies, American Literature Anthologies",,288.0,5.50 (w) x 8.25 (h) x 0.70 (d)
494,Bombshells: War Stories and Poems by Women on the Homefront,Missy Martin,"Missy Martin, Jesse Loren",9780978848934,978848934,$11.85,"OmniArts, LLC",2007,"United States - World War II - Homefront, Historical Biography - United States - 20th Century, Women Authors - Literature Anthologies, World War II - War Narratives, World War II - Social Aspects, War - Literary Anthologies, World War II - Personal Narrat",,163.0,
271,The Color of Gratitude: And Other Spiritual Surprises,Robert Morneau,Robert Morneau,9781570758461,1570758468,$12.74,Orbis Books,2009,"Poetry, Inspirational & Religious",,168.0,5.50 (w) x 8.22 (h) x 0.34 (d)
333,Oxford Anthology of African American Poetry,Arnold Rampersad,"Arnold Rampersad, Hilary Herbold, Hilary Herbold",9780195125634,195125630,$27.47,"Oxford University Press, USA",2005,"Poetry Anthologies, American Poetry, American Literature Anthologies",,464.0,9.30 (w) x 6.30 (h) x 1.70 (d)
230,Anthology of Modern American Poetry,Cary Nelson,"Cary Nelson, Emory Elliott, A. Walton Litz",9780195122718,195122712,$64.00,"Oxford University Press, USA",2000,"Poetry Anthologies, American Poetry, American Literature Anthologies",,1296.0,9.20 (w) x 6.00 (h) x 1.90 (d)
176,Oxford Book of American Poetry,David Lehman,"David Lehman, John Brehm",9780195162516,019516251X,$23.20,"Oxford University Press, USA",2006,"Poetry Anthologies, American Poetry, American Literature Anthologies",,1200.0,9.30 (w) x 6.50 (h) x 2.80 (d)
313,Transcendentalism: A Reader,Joel Myerson,"Joel Myerson, Joel Myerson",9780195122138,195122135,$45.45,"Oxford University Press, USA",2000,"Regional American Anthologies, American Literature Anthologies",,752.0,9.00 (w) x 6.20 (h) x 1.80 (d)
40,The Oxford Book of American Short Stories,Joyce Carol Oates,Joyce Carol Oates,9780195092622,195092627,$19.95,"Oxford University Press, USA",1994,"Biographies &amp; Autobiographies, General",,,
275,Literature and Science in the Nineteenth Century: An Anthology,Laura Otis,Laura Otis,9780199554652,019955465X,$13.49,"Oxford University Press, USA",2009,"English & Irish Literature Anthologies, American Literature Anthologies",,624.0,5.00 (w) x 7.50 (h) x 1.60 (d)
305,Voices from the Harlem Renaissance,Nathan Irvin Huggins,Nathan Irvin Huggins,9780195093605,195093607,$23.05,"Oxford University Press, USA",1995,"General & Miscellaneous American Art, Places - Literary Anthologies, Regional American Anthologies, African American Regional History - Northeastern & Mid-Atlantic States, Peoples & Cultures - American Anthologies, Literary Movements - General & Miscellan",,448.0,10.52 (w) x 6.52 (h) x 1.15 (d)
157,American Working-Class Literature: An Anthology,Nicholas Coles,"Nicholas Coles, Janet Zandy, Janet Zandy",9780195144567,195144562,$57.22,"Oxford University Press, USA",2006,"Literature Anthologies - General & Miscellaneous, American Literature Anthologies",,960.0,9.20 (w) x 6.30 (h) x 1.30 (d)
433,"New Oxford Book of American Verse, Vol. 1",Richard Ellmann,"Richard Ellmann, Oxford",9780195020588,195020588,$1.99,"Oxford University Press, USA",1976,"Poetry Anthologies, American Poetry, American Literature Anthologies",,1136.0,8.75 (w) x 5.88 (h) x 2.07 (d)
343,Philadelphia Stories: America's Literature of Race and Freedom,Samuel Otter,Samuel Otter,9780195395921,195395921,$29.95,"Oxford University Press, USA",2010,Literary Collections,,,
489,Quixotic Fictions of the USA 1792-1815,Sarah Florence Wood,Sarah Florence Wood,9780199273157,199273154,$150.00,"Oxford University Press, USA",2006,"General & Miscellaneous European Literature - Literary Criticism, 16th-17th Century Spanish Literature (Golden Age) - Literary Criticism, Literary Criticism - U.S. Fiction & Prose Literature - General & Miscellaneous, Literary Criticism - U.S. Fiction & P",,320.0,8.60 (w) x 5.70 (h) x 1.10 (d)
138,Finding Freedom: Writings from Death Row,Jarvis Jay Masters,"Jarvis Jay Masters, Melody E. Chavis",9781881847083,188184708X,$11.23,Padma Publishing,1997,"Literary Criticism, American",,179.0,5.49 (w) x 8.53 (h) x 0.64 (d)
390,"Imagined Transnationalism: U. S. Latino/A Literature, Culture, and Identity",Kevin Concannon,"Kevin Concannon, Francisco A. Lomeli, Marc Priewe",9780230606326,230606326,$95.00,Palgrave Macmillan,2009,"Latinos, American Literature Anthologies, Development",,272.0,5.70 (w) x 8.30 (h) x 0.80 (d)
385,Contemporary U. S. Latino a Literary Criticism,Lyn Di Iorio Sandin,"Lyn Di Iorio Sandin, Richard Perez",9781403979995,1403979995,$96.51,Palgrave Macmillan,2007,"20th Century American Literature - General & Miscellaneous - Literary Criticism, Latinos - General, Latino Literature - Literary Criticism, American Literature Anthologies, 21st Century American Literature - Literary Criticism",,304.0,5.50 (w) x 8.50 (h) x 0.81 (d)
316,Hispanic Caribbean Literature of Migration: Narratives of Displacement,Vanessa Y. P&#233;rez Rosario,Vanessa Y. Pérez Rosario,9780230620650,230620655,$85.00,Palgrave Macmillan,2010,"Social Sciences, General",,,
255,"Halloween Reader: Poems, Stories, and Plays from Halloweens Past",Lesley Pratt Bannatyne,Lesley Pratt Bannatyne,9781589801769,1589801768,$12.09,"Pelican Publishing Company, Incorporated",2004,"English & Irish Literature Anthologies, American Literature Anthologies",,272.0,6.16 (w) x 8.94 (h) x 0.76 (d)
104,The Portable Sixties Reader,Ann Charters,"Ann Charters, Various",9780142001943,142001945,$13.79,Penguin Group (USA),2002,"American Fiction & Literature Classics, Post-World War II American History - General & Miscellaneous, American Literature Anthologies",,672.0,5.20 (w) x 7.80 (h) x 1.16 (d)
226,The Haves and Have Nots: 30 Stories about Money and Class in America,Barbara H. Solomon,"Barbara H. Solomon, Various",9780451527448,451527445,$7.95,Penguin Group (USA),1999,"Short Story Anthologies, Conflicts - Fiction, Literary Styles & Movements - Fiction, American Literature Anthologies",,528.0,4.27 (w) x 6.80 (h) x 1.14 (d)
136,The Signet Classic Book of American Short Stories,Burton Raffel,Burton Raffel,9780451529633,451529634,$7.75,Penguin Group (USA),2004,"Short Story Anthologies, American Literature Anthologies",,688.0,4.38 (w) x 6.88 (h) x 1.14 (d)
86,The Portable Harlem Renaissance Reader,David Lewis,"David Lewis, David Levering Lewis",9780140170368,140170367,$15.90,Penguin Group (USA),1995,"Places - Literary Anthologies, Regional American Anthologies, Peoples & Cultures - American Anthologies, American Literature Anthologies",,816.0,5.18 (w) x 7.78 (h) x 1.47 (d)
48,"Classic Slave Narratives: The Life of Olaudah Equiano, The History of Mary Prince, Narrative of the Life of Frederick Douglass, Incidents in the Life of a Slave Girl",Henry Louis Gates Jr.,"Henry Louis Gates Jr., Frederick Douglass, Olaudah Equiano, Harriet Jacobs, Mary Prince",9780451528247,451528247,$1.99,Penguin Group (USA),2002,"Slavery - Social Sciences, Slave Narratives & Biographies, Historical Figures - Women's Biography, African American Women's Biography, African American Political & Historical Biography",,688.0,4.36 (w) x 7.08 (h) x 1.48 (d)
177,The Portable Jack Kerouac,Jack Kerouac,"Jack Kerouac, Ann Charters",9780143105060,014310506X,$16.15,Penguin Group (USA),2007,"Fiction, American Literature Anthologies",,656.0,5.14 (w) x 7.74 (h) x 1.15 (d)
288,Atop an Underwood: Early Stories and Other Writings,Jack Kerouac,"Jack Kerouac, Paul Marion, Paul Marion, Paul Marion",9780140296396,140296395,$15.42,Penguin Group (USA),2000,"Fiction, American Literature Anthologies",,272.0,5.30 (w) x 8.06 (h) x 0.63 (d)
249,Uncle Remus: His Songs and His Sayings,Joel Chandler Harris,"Joel Chandler Harris, Robert Hemenway",9780140390148,140390146,$13.98,Penguin Group (USA),1982,"North American Folklore & Mythology, African Americans - General & Miscellaneous, American Fiction & Literature Classics, African Americans - Folklore & Mythology, Literary Styles & Movements - Fiction",,224.0,5.15 (w) x 7.87 (h) x 0.61 (d)
60,The Gift of Love,Lori Foster,"Lori Foster, Gia Dawn, Ann Christopher, Lisa Cooke, Heidi Betts",9780425234280,425234282,$14.43,Penguin Group (USA),2010,"Short Story Anthologies, Family & Friendship - Fiction, American Literature Anthologies",,368.0,5.10 (w) x 7.90 (h) x 1.00 (d)
82,Unsettling America: An Anthology of Contemporary Multicultural Poetry,Maria Mazziotti Gillan,"Maria Mazziotti Gillan, Jennifer Gillan",9780140237788,014023778X,$16.16,Penguin Group (USA),1994,"Poetry Anthologies, American Poetry, American Literature Anthologies",,432.0,6.02 (w) x 8.96 (h) x 0.94 (d)
463,American Satire,Nicholas Bakalar,"Nicholas Bakalar, Stephen Koch",9780452011748,452011744,$26.44,Penguin Group (USA),1997,"Humor - History & Criticism, American Humor - Peoples & Cultures, American Literature Anthologies",,480.0,5.44 (w) x 8.04 (h) x 1.00 (d)
200,Growing Up in the South: An Anthology of Modern Southern Literature,Suzanne Jones,"Suzanne Jones, Suzanne W. Jones",9780451528735,451528735,$8.95,Penguin Group (USA),2003,"American Literature Anthologies, Fiction Subjects",,544.0,4.28 (w) x 6.76 (h) x 1.22 (d)
11,Land Apart: A South African Reader,Various,"Various, Andre Brink, J. M. Coetzee",9780140100044,140100040,$12.71,Penguin Group (USA),1987,African Literature Anthologies,,256.0,5.08 (w) x 7.74 (h) x 0.56 (d)
58,The Portable Beat Reader,Various,"Various, Ann Charters",9780142437537,142437530,$18.00,Penguin Group (USA),2003,"Literary Collections, American",,,
141,Black Voices: An Anthology of African-American Literature,Various,"Various, Abraham Chapman",9780451527820,451527828,$8.07,Penguin Group (USA),2001,Peoples & Cultures - American Anthologies,,720.0,4.26 (w) x 6.86 (h) x 1.17 (d)
192,Early American Writing,Various,"Various, Giles Gunn, Giles Gunn",9780140390872,140390871,$18.19,Penguin Group (USA),1994,"Literary Criticism, American",,672.0,5.28 (w) x 7.72 (h) x 1.21 (d)
469,The Portable Western Reader,Various,"Various, William Kittredge",9780140230260,140230262,$19.24,Penguin Group (USA),1997,Regional American Anthologies,,624.0,5.14 (w) x 7.80 (h) x 1.35 (d)
102,Classic American Autobiographies,William L. Andrews,"William L. Andrews, William L. Andrews",9780451529152,451529154,$6.94,Penguin Group (USA),2003,"Historical Biography - United States - General & Miscellaneous, American Literature Anthologies",,464.0,4.44 (w) x 6.82 (h) x 0.81 (d)
284,Brooklyn Was Mine,Chris Knutsen,"Chris Knutsen, Valerie Steiker, Phillip Lopate, Jennifer Egan, Darin Strauss",9781594482823,1594482829,$14.94,Penguin Group (USA) Incorporated,2008,"American Essays, General & Miscellaneous Essays, Places - Literary Anthologies, Regional American Anthologies, Regional Studies - Northeast & Middle Atlantic U.S., Literature Anthologies - General & Miscellaneous",,240.0,5.22 (w) x 8.04 (h) x 0.61 (d)
270,Prison Writings in 20th-Century America,H. Bruce Franklin,"H. Bruce Franklin, Tom Wicker",9780140273052,140273050,$16.34,Penguin Group (USA) Incorporated,1998,"Prisons & Prison Life, American Literature Anthologies",,368.0,5.15 (w) x 7.80 (h) x 0.83 (d)
281,Nineteenth-Century American Poetry,Various,"Various, William Spengemann",9780140435870,140435875,$19.19,Penguin Group (USA) Incorporated,1996,"Poetry Anthologies, American Poetry, American Fiction & Literature Classics, Classics By Subject, American Literature Anthologies",,496.0,5.21 (w) x 7.79 (h) x 1.06 (d)
462,Common Wealth,Marjorie Maddox,"Marjorie Maddox, Jerry Wemple",9780271027210,271027215,$33.55,Penn State University Press,2005,"Poetry, American Literature Anthologies, Anthologies",,288.0,5.50 (w) x 9.00 (h) x 0.80 (d)
76,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,Paul Auster,"Paul Auster, Nelly Reifler",9780312421007,312421001,$12.29,Picador,2002,"Short Story Anthologies, Historical Biography - United States - General & Miscellaneous, World History - General & Miscellaneous, American Literature Anthologies",,416.0,5.50 (w) x 8.31 (h) x 0.76 (d)
73,Multicultural Children's Literature: Through the Eyes of Many Children,Donna E. Norton,Donna E. Norton,9780135145289,135145287,$46.00,Prentice Hall,2008,"Literary Criticism, Children's Literature",,,
380,The Prentice Hall Anthology of Latino Literature,Eduardo del Rio,"Eduardo del Rio, Eduardo Rius Del Rio",9780130266873,130266876,$106.60,Prentice Hall,1901,"Peoples & Cultures - American Anthologies, Hispanic & Latin American Literature Anthologies",,544.0,6.70 (w) x 8.90 (h) x 1.10 (d)
92,Anthology of American Literature Volume II,George McMichael,"George McMichael, James Leonard, James S. Leonard",9780132216470,132216477,$92.20,Prentice Hall,2007,Literary Collections,,,
197,Concise Anthology of American Literature,George McMichael,"George McMichael, James Leonard, James S. Leonard, J. S. Leonard",9780131937925,131937928,$89.40,Prentice Hall,2005,"Literary Criticism, American",,,
84,Concise Anthology of American Literature,James Leonard,"James Leonard, David Bradley, George McMichael, Dana Nelson, Shelley Fisher Fishkin",9780205763108,205763103,$92.38,Prentice Hall,2010,American Literature Anthologies,,2368.0,6.40 (w) x 9.20 (h) x 2.10 (d)
303,"New York Nocturne: The City After Dark in Literature, Painting, and Photography, 1850-1950",William Chapman Sharpe,William Chapman Sharpe,9780691133249,691133247,$35.20,Princeton University Press,2008,"General & Miscellaneous Photography, Places - Literary Anthologies, Regional American Anthologies, New York City - History, U.S. Travel Photography - Mid-Atlantic, Landscapes & Places in Art",,456.0,7.40 (w) x 10.10 (h) x 1.50 (d)
410,The Best American Magazine Writing,Clay Felker,Clay Felker,9781586480097,158648009X,$14.36,PublicAffairs,2000,"Other Media, Journalism, American Literature Anthologies",1210L,432.0,0.96 (w) x 5.50 (h) x 8.50 (d)
276,"Show &amp; Tell: Writers on Writing, Sixth Edition",Dept of Creative Writing,Dept of Creative Writing,9780982338209,982338201,$19.95,"Publishing Laboratory UNC Wilmington, The",2009,"Literary Criticism, American",,,
220,Three Centuries of American Poetry,Allen Mandelbaum,"Allen Mandelbaum, Robert D. Richardson",9780553375183,553375180,,Random House Publishing Group,1999,"Poetry, Anthologies (multiple authors)",,,
245,Rising Voices,Arlene Hirschfelder,"Arlene Hirschfelder, Beverly R. Singer",9780804111676,804111677,$6.99,Random House Publishing Group,1993,"American Literature Anthologies, General & Miscellaneous Native American Studies, Native North American People",,131.0,4.20 (w) x 6.86 (h) x 0.40 (d)
126,Fierce Pajamas: An Anthology of Humor Writing from the New Yorker,David Remnick,"David Remnick, Henry Finder",9780375761270,375761276,$16.24,Random House Publishing Group,2002,Humor,,528.0,6.14 (w) x 9.20 (h) x 1.12 (d)
74,The Voice That Is Great within Us: American Poetry of the Twentieth Century,Hayden Carruth,"Hayden Carruth, Susan Kagen Podell",9780553262636,553262637,$8.40,Random House Publishing Group,1983,"Poetry Anthologies, American Poetry, American Literature Anthologies",,768.0,4.15 (w) x 6.85 (h) x 1.25 (d)
188,Voices in Our Blood: America's Best on the Civil Rights Movement,Jon Meacham,Jon Meacham,9780375758812,037575881X,$14.98,Random House Publishing Group,2003,"Peoples & Cultures - American Anthologies, American Literature Anthologies",,576.0,6.16 (w) x 9.21 (h) x 1.27 (d)
137,The American Transcendentalists: Essential Writings,Lawrence Buell,Lawrence Buell,9780812975093,081297509X,$11.75,Random House Publishing Group,2006,American Literature Anthologies,,640.0,5.17 (w) x 7.99 (h) x 1.26 (d)
247,Literary Journalism: A New Collection of the Best American Nonfiction,Mark Kramer,"Mark Kramer, Norman Sims",9780345382221,345382226,$10.98,Random House Publishing Group,1995,"Journalism - Collections & History, American Essays, American Literature Anthologies, Journalism - General & Miscellaneous",,480.0,6.00 (w) x 9.00 (h) x 0.82 (d)
119,Spider Woman's Granddaughters: Traditional Tales and Contemporary Writing by Native American Women,Paula Gunn Allen,Paula Gunn Allen,9780449905081,044990508X,$10.31,Random House Publishing Group,1990,"American Literature Anthologies, Native American Folklore & Mythology, Anthologies, World Literature, Fiction Subjects, Native North American People",,288.0,5.06 (w) x 7.97 (h) x 0.56 (d)
195,Out of Her Mind: Women Writing on Madness,Rebecca Shannonhouse,Rebecca Shannonhouse,9780375755026,375755020,$14.22,Random House Publishing Group,2003,"American Literature Anthologies, Women's Biography, Psychological Disorders, Anthologies, Women's Biography, Fiction Subjects, Patient Narratives",,224.0,5.20 (w) x 8.00 (h) x 0.50 (d)
246,Brotherman: The Odyssey of Black Men in America--an Anthology,Robert Allen,"Robert Allen, Herb Boyd",9780345383174,345383176,$1.99,Random House Publishing Group,1996,"Peoples & Cultures - American Anthologies, African Americans - General & Miscellaneous, American Literature Anthologies",,960.0,5.48 (w) x 8.24 (h) x 1.56 (d)
182,Short Story Masterpieces,Robert Penn Warren,"Robert Penn Warren, Albert Erskine",9780440378648,440378648,$7.99,Random House Publishing Group,1954,"American Literature Anthologies, Anthologies, Fiction Subjects",,528.0,4.19 (w) x 6.90 (h) x 1.15 (d)
178,Boricuas: Influential Puerto Rican Writings--- An Anthology,Roberto Santiago,"Roberto Santiago, Roberto Santiago",9780345395023,345395026,$13.99,Random House Publishing Group,1995,"American Literature Anthologies, World Literature, Fiction Subjects",,400.0,5.50 (w) x 8.10 (h) x 0.80 (d)
263,New York Stories: The Best Writing from Four Decades of New York Magazine,Steve Fishman,"Steve Fishman, John Homans, Adam Moss, Tom Wolfe",9780812979923,812979923,$14.98,Random House Publishing Group,2008,"Places - Literary Anthologies, Regional American Anthologies",,624.0,6.20 (w) x 9.10 (h) x 1.40 (d)
206,"Women of the Beat Generation: The Writers, Artists and Muses at the Heart of a Revolution",Brenda Knight,"Brenda Knight, Ann Charters, Anne Waldman",9781573241380,1573241385,$16.63,Red Wheel/Weiser,1998,"American & Canadian Literature, American Literature Anthologies, Women's Biography, Anthologies, US & Canadian Literary Biography, Artists, Architects & Photographers - Biography, Literary Figures - Women's Biography, Women's Biography, General & Miscella",,366.0,6.90 (w) x 7.90 (h) x 1.20 (d)
499,For She Is the Tree of Life: Grandmothers Through the Eyes of Women Writers,Valerie Kack-Brice,Valerie Kack-Brice,9781573240376,1573240370,$14.95,Red Wheel/Weiser,1996,"Literary Criticism, General",,,
174,Winter Song: Christmas Readings,Madeleine L'Engle,"Madeleine L'Engle, Luci Shaw",9781573833325,1573833320,$1.99,Regent College Publishing,2004,"General & Miscellaneous Religion, American Literature Anthologies, General & Miscellaneous Literature Anthologies",,208.0,6.00 (w) x 9.00 (h) x 0.48 (d)
145,Bronx Accent: A Literary and Pictorial History of the Borough,Lloyd Ultan,"Lloyd Ultan, Barbara Unger",9780813538624,813538629,$24.95,Rivergate Books,2006,"United States History - Northeastern & Middle Atlantic Region, American Literature Anthologies, U.S. Travel - Major Cities, General & Miscellaneous Literature Anthologies, Travel - General & Miscellaneous, U.S. Travel - States, Photography - Travel, Trave",,330.0,7.00 (w) x 9.90 (h) x 0.90 (d)
211,Elements of Evolutionary Genetics,Brian Charlesworth,"Brian Charlesworth, Deborah Charlesworth",9780981519425,981519423,$73.92,Roberts & Company Publishers,2010,"Organic Chemistry, Regional American Anthologies, Microscopes & Microscopy - General & Miscellaneous, Folklore - General & Miscellaneous, Fiction - General & Miscellaneous, Genetics - Variations and Mutations, American Literature Anthologies, Cognitive Ps",,768.0,7.30 (w) x 10.20 (h) x 1.80 (d)
388,"Literatura Chicana, 1965-1995: An Anthology in Spanish, English, and Calo, Vol. 191",Garland,"Garland, David Foster, Manuel De Jesus Hernandez-Gutier",9780815320807,815320809,$84.75,Routledge,1997,American Literature Anthologies,,520.0,5.50 (w) x 8.50 (h) x 1.05 (d)
500,White Lines: Writers on Cocaine,Geno Zanetti,"Geno Zanetti, Stephen Hyde, Terry Southern, Richard Rudgley",9781560253785,1560253789,$15.98,Running Press Book Publishers,2002,"Substance Use & Abuse - Medical Aspects, Substance Use & Abuse, English & Irish Literature Anthologies, American Literature Anthologies, Drugs & Controlled Substances - Social Aspects",,352.0,5.80 (w) x 8.90 (h) x 1.00 (d)
209,Witnessing Lynching: American Writers Respond,Anne P. Rice,"Anne P. Rice, Michele Wallace",9780813533308,813533309,$22.77,Rutgers University Press,2003,"American Literature Anthologies, Criminology, Discrimination & Prejudice",,360.0,7.00 (w) x 9.90 (h) x 0.80 (d)
372,Daughters Of Decadence,Elaine Showalter,Elaine Showalter,9780813520186,813520185,$27.95,Rutgers University Press,1993,"American Literature Anthologies, Anthologies, Literary Movements",,352.0,5.00 (w) x 8.00 (h) x 0.78 (d)
199,Asian American Studies Now: A Critical Reader,Jean Yu-wen Shen Wu,"Jean Yu-wen Shen Wu, Thomas C. Chen",9780813545752,813545757,$35.40,Rutgers University Press,2010,"Asian American Studies - General & Miscellaneous, Peoples & Cultures - American Anthologies, United States History - Ethnic Histories",,672.0,7.00 (w) x 10.00 (h) x 1.80 (d)
370,Asian American Studies: A Reader,Jean Yu-wen Shen Wu,"Jean Yu-wen Shen Wu, Min Song",9780813527260,813527260,$26.95,Rutgers University Press,2000,"Asian American Studies - General & Miscellaneous, Peoples & Cultures - American Anthologies, United States History - Ethnic Histories",,600.0,6.99 (w) x 9.94 (h) x 1.35 (d)
347,Shadowed Dreams: Women's Poetry of the Harlem Renaissance,Maureen Honey,"Maureen Honey, Nellie Y. McKay",9780813538860,813538866,$21.99,Rutgers University Press,2006,Literary Collections,,374.0,6.00 (w) x 8.90 (h) x 1.00 (d)
